City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
362,Makakilo City,US,21.35,-158.09,77.0,65,1,8.05,clear sky
363,Grand Gaube,MU,-20.01,57.66,70.0,50,0,5.99,clear sky
364,Kawalu,ID,-7.38,108.21,73.4,91,100,1.1,light rain
365,Diego De Almagro,CL,-26.37,-70.05,80.58,15,0,9.73,clear sky
366,Husavik,IS,66.04,-17.34,42.8,75,90,4.7,drizzle
367,Vuktyl,RU,63.86,57.31,37.2,95,100,14.09,light rain
368,Hirara,JP,24.8,125.28,72.54,74,14,25.43,few clouds
369,Nizhniy Kuranakh,RU,58.84,125.49,6.66,93,92,0.67,overcast clouds
370,Havelock,US,34.88,-76.9,70.0,68,75,23.04,broken clouds
371,Tiruchchendur,IN,8.48,78.12,82.0,74,13,9.4,few clouds
372,Meulaboh,ID,4.14,96.13,79.07,82,98,2.73,light rain
373,Suclayin,PH,15.76,121.55,76.35,87,29,2.13,scattered clouds
374,Hay River,CA,60.82,-115.8,17.98,97,100,8.3,overcast clouds
375,Kelowna,CA,49.88,-119.49,41.0,88,84,5.39,broken clouds
376,Payo,ID,-3.75,103.64,75.85,88,94,2.01,light rain
377,Celendin,PE,-6.87,-78.15,53.6,27,90,3.36,overcast clouds
378,Barranca,PE,-10.75,-77.77,66.85,72,96,6.82,overcast clouds
379,Manuk Mangkaw,PH,4.8,119.85,82.78,81,58,13.8,broken clouds
380,Aksarka,RU,66.56,67.8,34.88,98,100,10.78,overcast clouds
381,Mo I Rana,NO,66.31,14.14,37.4,51,0,12.75,clear sky
382,Asyut,EG,27.18,31.18,87.8,45,0,18.34,clear sky
383,Padang,ID,-0.95,100.35,79.34,79,100,3.27,moderate rain
384,Boquira,BR,-12.82,-42.73,82.72,54,92,5.79,overcast clouds
385,Talnakh,RU,69.49,88.4,3.52,89,100,10.31,overcast clouds
386,Trairi,BR,-3.28,-39.27,88.16,51,25,15.3,scattered clouds
387,Halifax,CA,44.65,-63.57,37.99,67,96,5.99,light rain
388,Matara,LK,5.95,80.54,79.27,82,38,8.9,scattered clouds
389,Finnsnes,NO,69.23,17.98,21.99,100,20,8.05,few clouds
390,Honningsvag,NO,70.98,25.97,35.6,64,40,18.34,scattered clouds
391,Chupaca,PE,-12.07,-75.28,62.67,42,100,0.6,overcast clouds
392,Oranjemund,NA,-28.55,16.43,61.12,61,100,30.27,overcast clouds
393,Souillac,MU,-20.52,57.52,70.0,50,8,5.99,clear sky
394,Hope,US,33.67,-93.59,48.99,81,0,6.98,clear sky
395,Port Hawkesbury,CA,45.62,-61.35,37.99,63,100,7.0,overcast clouds
396,Yerbogachen,RU,61.28,108.01,13.12,95,100,6.24,overcast clouds
397,Geraldton,AU,-28.77,114.6,68.0,88,0,5.82,clear sky
398,Misratah,LY,32.38,15.09,72.55,62,6,17.38,clear sky
399,Puerto Colombia,CO,10.99,-74.95,84.2,79,40,2.24,scattered clouds
400,Chon Buri,TH,13.3,101.3,84.0,98,98,3.13,overcast clouds
401,Ajmer,IN,26.45,74.63,71.08,21,0,7.14,clear sky
402,Ilula,TZ,-7.68,36.04,78.8,39,20,23.04,few clouds
403,Araouane,ML,18.9,-3.53,96.24,9,58,8.52,broken clouds
404,Kibre Mengist,ET,5.88,38.98,61.75,93,100,1.92,light rain
405,Victoria,HK,22.29,114.16,75.99,77,46,1.01,scattered clouds
406,Eureka,US,40.8,-124.16,39.2,100,90,3.56,fog
407,Fare,PF,-16.7,-151.02,79.57,76,13,10.56,few clouds
408,Krasnyy Chikoy,RU,50.36,108.75,31.3,96,100,5.5,overcast clouds
409,Belaya Gora,RU,68.53,146.42,7.83,95,100,6.38,light snow
410,Severo-Kurilsk,RU,50.68,156.12,43.79,83,94,24.11,light rain
411,Toccoa,US,34.58,-83.33,60.8,55,1,4.7,clear sky
412,Maridi,SS,4.92,29.47,75.25,86,29,4.05,scattered clouds
413,Svetlogorsk,BY,52.63,29.73,48.42,89,100,7.18,overcast clouds
414,Villazon,BO,-22.09,-65.59,53.96,42,30,11.16,scattered clouds
415,Waingapu,ID,-9.66,120.26,81.28,78,53,2.71,moderate rain
416,Puerto Escondido,MX,15.85,-97.07,77.0,83,90,8.05,overcast clouds
417,Don Benito,ES,38.96,-5.86,73.99,56,6,4.0,clear sky
418,Yenagoa,NG,4.92,6.26,84.06,75,77,6.08,light rain
419,Touros,BR,-5.2,-35.46,86.0,55,40,16.11,scattered clouds
420,Kiunga,PG,-6.12,141.29,72.95,97,84,1.57,light rain
421,Sur,OM,22.57,59.53,76.26,66,0,6.98,clear sky
422,Veraval,IN,20.9,70.37,81.52,63,0,3.65,clear sky
423,Hammerfest,NO,70.66,23.68,33.8,69,75,21.92,broken clouds
424,Gualeguaychu,AR,-33.01,-58.52,61.0,53,99,4.0,overcast clouds
425,Russell,US,32.35,-85.2,55.4,66,90,14.99,overcast clouds
426,Bilibino,RU,68.05,166.44,3.56,86,100,2.04,overcast clouds
427,Calamar,CO,10.25,-74.91,84.2,83,40,2.24,scattered clouds
428,Nocupetaro,MX,19.05,-101.15,73.92,72,95,1.5,overcast clouds
429,Saint-Paul,RE,-21.01,55.27,69.8,52,75,27.51,broken clouds
430,San Rafael,AR,-34.62,-68.33,66.74,25,0,8.25,clear sky
431,Avera,US,33.19,-82.53,61.0,63,1,11.41,clear sky
432,Fiumicino,IT,41.77,12.23,66.99,72,0,6.93,clear sky
433,Meghri,AM,38.9,46.24,71.06,25,6,1.99,clear sky
434,Kichera,RU,55.94,110.1,20.55,84,16,6.02,few clouds
435,Adeje,ES,28.12,-16.73,78.01,65,20,17.22,few clouds
436,Lubao,PH,14.92,120.55,77.0,94,75,2.24,broken clouds
437,Krasnoselkup,RU,65.7,82.47,7.09,93,100,11.36,overcast clouds
438,Katangli,RU,51.71,143.23,32.18,94,0,4.05,clear sky
439,Santa Cruz,BO,-17.8,-63.17,78.8,34,75,24.16,broken clouds
440,Maniitsoq,GL,65.42,-52.9,23.85,87,91,5.32,overcast clouds
441,Nordhorn,DE,52.43,7.08,59.0,91,100,11.01,overcast clouds
442,Mayumba,GA,-3.43,10.66,77.34,89,94,11.36,overcast clouds
443,Fort Nelson,CA,58.81,-122.7,20.86,96,100,9.44,light snow
444,Balkanabat,TM,39.51,54.37,65.12,22,0,13.29,clear sky
445,Hambantota,LK,6.12,81.12,80.67,79,69,14.14,light rain
446,Salalah,OM,17.02,54.09,82.4,61,0,5.82,clear sky
447,Okoneshnikovo,RU,54.84,75.08,34.36,95,100,7.38,overcast clouds
448,Akyab,MM,20.15,92.9,81.41,77,87,7.31,overcast clouds
449,Cockburn Town,TC,21.46,-71.14,83.46,79,100,18.37,light rain
450,Bakel,SN,14.9,-12.46,102.43,8,52,13.02,broken clouds
451,Puerto Del Rosario,ES,28.5,-13.86,75.2,64,0,9.17,clear sky
452,Chiang Klang,TH,19.29,100.86,72.25,87,57,1.16,broken clouds
453,Itarema,BR,-2.92,-39.92,87.82,52,49,18.7,scattered clouds
454,Ostrovnoy,RU,68.05,39.51,34.7,88,59,19.75,broken clouds
455,Ovre Ardal,NO,61.32,7.8,35.04,87,94,5.77,light rain
456,Necochea,AR,-38.55,-58.74,62.38,40,18,4.59,few clouds
457,Valley City,US,46.92,-98.0,30.2,100,90,3.36,fog
458,Natal,BR,-5.79,-35.21,86.0,58,40,17.22,scattered clouds
459,Nisia Floresta,BR,-6.09,-35.21,86.0,58,40,17.22,scattered clouds
460,Lorengau,PG,-2.02,147.27,80.82,75,100,2.37,heavy intensity rain
461,Burnie,AU,-41.07,145.92,52.0,79,48,3.0,scattered clouds
462,Klaksvik,FO,62.23,-6.59,48.2,70,66,14.99,broken clouds
463,Zoniana,GR,35.3,24.83,73.0,77,74,3.0,broken clouds
464,Novosil,RU,52.97,37.04,45.1,80,81,3.33,broken clouds
465,Aguimes,ES,27.91,-15.45,78.8,61,0,12.75,clear sky
466,Luganville,VU,-15.53,167.17,77.61,84,41,9.71,light rain
467,Midland,US,32.0,-102.08,42.8,93,1,6.38,clear sky
468,Grenville,GD,12.12,-61.62,86.0,79,20,28.86,few clouds
469,Flinders,AU,-34.58,150.86,62.01,89,100,1.99,overcast clouds
470,Grand Forks,US,47.94,-97.43,30.2,100,90,3.36,fog
471,Keetmanshoop,NA,-26.58,18.13,87.8,18,20,11.41,few clouds
472,Lubango,AO,-14.92,13.49,71.73,59,86,9.71,light rain
473,Berlevag,NO,70.86,29.09,35.6,64,75,24.16,broken clouds
474,Saquarema,BR,-22.92,-42.51,78.8,83,75,11.41,broken clouds
475,Santa Maria,BR,-29.68,-53.81,64.4,45,0,17.22,clear sky
476,Kavaratti,IN,10.57,72.64,82.92,72,79,8.68,broken clouds
477,Boa Vista,BR,2.82,-60.67,89.6,55,40,14.99,scattered clouds
478,Dalby,AU,-27.18,151.27,73.0,63,25,4.0,scattered clouds
479,Taguatinga,BR,-12.39,-46.57,93.63,38,39,9.64,scattered clouds
480,Zhangye,CN,38.93,100.45,38.98,64,0,1.23,clear sky
481,Manaus,BR,-3.1,-60.02,82.4,78,75,9.17,light rain
482,Roald,NO,62.58,6.13,51.01,61,75,13.87,light rain
483,Gat,IL,31.61,34.76,79.0,100,0,8.99,clear sky
484,Constitucion,CL,-35.33,-72.42,67.17,51,0,5.03,clear sky
485,Aswan,EG,24.09,32.91,90.12,13,0,7.54,clear sky
486,Verkhnevilyuysk,RU,63.45,120.32,-6.05,91,83,2.59,broken clouds
487,Porto Walter,BR,-8.27,-72.74,93.18,49,60,3.42,light rain
488,Evensk,RU,61.95,159.23,23.88,96,99,3.89,overcast clouds
489,Kununurra,AU,-15.77,128.73,82.4,74,42,3.36,scattered clouds
490,Canico,PT,32.63,-16.85,75.2,64,20,19.46,few clouds
491,Chabahar,IR,25.29,60.64,78.8,50,0,11.41,haze
492,Awbari,LY,26.59,12.78,77.05,30,0,13.35,clear sky
493,Deputatskiy,RU,69.3,139.9,3.45,96,100,0.81,light snow
494,Nicoya,CR,10.15,-85.45,80.6,88,40,5.82,scattered clouds
495,Chumikan,RU,54.72,135.31,34.56,87,100,16.24,overcast clouds
496,Mayskiy,RU,47.69,40.1,62.6,88,40,6.71,scattered clouds
497,Paris,FR,48.85,2.35,60.8,77,90,9.17,overcast clouds
498,Sao Joao Da Barra,BR,-21.64,-41.05,82.4,74,75,2.24,broken clouds
499,Hofn,IS,64.25,-15.21,41.0,86,75,3.36,broken clouds
500,Shimoda,JP,34.67,138.95,56.39,64,2,12.73,clear sky
501,Takestan,IR,36.07,49.7,66.2,29,0,2.24,clear sky
502,Sao Joao Da Ponte,BR,-15.93,-44.01,74.71,77,97,4.97,overcast clouds
503,Gazojak,TM,41.19,61.4,51.8,40,0,12.93,clear sky
504,Mastic Beach,US,40.77,-72.85,39.99,86,90,9.17,light rain
505,Troitskiy,RU,57.06,63.75,31.14,97,13,7.07,few clouds
506,Chapais,CA,49.78,-74.85,18.66,93,16,3.27,few clouds
507,Rastolita,RO,46.97,24.99,52.0,85,100,1.99,overcast clouds
508,Kajiado,KE,-1.85,36.78,64.4,93,75,4.7,broken clouds
509,Goya,AR,-29.14,-59.26,69.64,46,1,6.71,clear sky
510,Kjollefjord,NO,70.95,27.35,35.6,64,40,18.34,scattered clouds
511,Novyy Urgal,RU,51.07,132.56,29.66,94,99,2.86,overcast clouds
512,San Policarpo,PH,12.18,125.51,82.15,81,100,15.14,overcast clouds
513,Seymchan,RU,62.88,152.43,5.07,90,83,0.54,broken clouds
514,Ossora,RU,59.24,163.07,30.92,93,61,3.65,broken clouds
515,Bondo,CD,3.81,23.69,75.4,90,70,4.97,light rain
516,Pacasmayo,PE,-7.4,-79.57,65.28,79,100,5.91,overcast clouds
517,Fukue,JP,32.69,128.84,64.02,65,0,25.34,clear sky
518,La Palma,US,33.85,-118.05,59.0,71,1,1.43,clear sky
519,Te Anau,NZ,-45.42,167.72,54.5,92,100,2.17,light rain
520,Iracoubo,GF,5.48,-53.2,86.72,67,98,14.36,overcast clouds
521,Baherden,TM,38.44,57.43,61.3,25,0,8.61,clear sky
522,Shubarshi,KZ,48.59,57.19,46.94,48,100,12.5,overcast clouds
523,Kailua,US,21.4,-157.74,75.2,69,1,5.82,clear sky
524,Tessalit,ML,20.2,1.01,94.5,10,9,11.95,clear sky
525,Kihei,US,20.79,-156.47,77.0,78,90,4.7,moderate rain
526,Port Lincoln,AU,-34.73,135.87,57.09,83,99,14.65,overcast clouds
527,Leshukonskoye,RU,64.9,45.76,41.68,85,86,7.94,overcast clouds
528,Marevo,RU,57.31,32.08,46.33,92,100,3.15,light rain
